TickerName,Date,Estimate,Reported,SurpriseP,Group
NFLX,2020-10-20,2.13,1.74,-18.3,Miss
HRB,2020-12-08,-0.93,-1.09,-17.2,Miss
SPOT,2020-10-29,-0.58,-0.68,-17.2,Miss
TFSL,2020-10-29,0.06,0.05,-16.6,Miss
VOYA,2020-11-04,1.41,1.19,-15.6,Miss
LVS,2020-10-21,-0.58,-0.67,-15.5,Miss
LYV,2020-11-05,-2.12,-2.45,-15.5,Miss
MSA,2020-10-28,1.1,0.94,-14.5,Miss
RCL,2020-10-29,-4.92,-5.62,-14.2,Miss
SMG,2020-11-04,0.07,0.06,-14.2,Miss
RE,2020-10-29,2.81,2.42,-13.8,Miss
GPS,2020-11-24,0.29,0.25,-13.7,Miss
MCY,2020-11-03,1.42,1.23,-13.3,Miss
SYF,2020-10-20,0.83,0.72,-13.2,Miss
ALK,2020-10-22,-2.86,-3.23,-12.9,Miss
ARMK,2020-11-17,-0.31,-0.35,-12.9,Miss
LLY,2020-10-27,1.76,1.54,-12.5,Miss
TNDM,2020-11-05,-0.08,-0.09,-12.5,Miss
PCG,2020-10-29,0.25,0.22,-12,Miss
WTRG,2020-11-03,0.26,0.23,-11.5,Miss
SRE,2020-11-05,1.47,1.31,-10.8,Miss
DPZ,2020-10-08,2.75,2.49,-9.4,Miss
WEX,2020-10-29,1.75,1.59,-9.1,Miss
NRZ,2020-10-26,0.34,0.31,-8.8,Miss
SPG,2020-11-09,2.25,2.05,-8.8,Miss
CHH,2020-11-05,0.72,0.66,-8.3,Miss
REG,2020-11-05,0.75,0.69,-8,Miss
VNO,2020-11-02,0.64,0.59,-7.8,Miss
ESRT,2020-10-28,0.13,0.12,-7.6,Miss
UNM,2020-10-27,1.31,1.21,-7.6,Miss
SEIC,2020-10-21,0.81,0.75,-7.4,Miss
CB,2020-10-27,2.16,2,-7.4,Miss
UAL,2020-10-14,-7.63,-8.16,-6.9,Miss
DEI,2020-11-02,0.43,0.4,-6.9,Miss
AXP,2020-10-23,1.39,1.3,-6.4,Miss
JBHT,2020-10-16,1.26,1.18,-6.3,Miss
CIEN,2020-12-10,0.64,0.6,-6.2,Miss
PPD,2020-10-27,0.32,0.3,-6.2,Miss
EQR,2020-10-27,0.82,0.77,-6.1,Miss
NNN,2020-11-02,0.66,0.62,-6,Miss
NTRS,2020-10-21,1.4,1.32,-5.7,Miss
SBNY,2020-10-20,2.78,2.62,-5.7,Miss
PXD,2020-11-04,0.18,0.17,-5.5,Miss
MSP,2020-11-23,0.19,0.18,-5.2,Miss
DAL,2020-10-13,-3.14,-3.3,-5.1,Miss
BRX,2020-11-04,0.4,0.38,-5,Miss
PPL,2020-11-05,0.61,0.58,-4.9,Miss
NCLH,2020-11-09,-2.24,-2.35,-4.9,Miss
CINF,2020-10-26,0.41,0.39,-4.8,Miss
AVB,2020-10-28,2.16,2.06,-4.6,Miss
OGE,2020-11-05,1.09,1.04,-4.5,Miss
PGRE,2020-10-28,0.23,0.22,-4.3,Miss
BXP,2020-10-27,1.64,1.57,-4.2,Miss
VMC,2020-11-05,1.63,1.56,-4.2,Miss
APO,2020-10-29,0.49,0.47,-4,Miss
KIM,2020-11-05,0.26,0.25,-3.8,Miss
BAC,2020-10-14,0.53,0.51,-3.7,Miss
O,2020-11-02,0.84,0.81,-3.5,Miss
MTCH,2020-11-04,0.57,0.55,-3.5,Miss
IFF,2020-11-09,1.45,1.4,-3.4,Miss
COP,2020-10-29,-0.3,-0.31,-3.3,Miss
UBER,2020-11-05,-0.6,-0.62,-3.3,Miss
IAC,2020-11-05,-0.61,-0.63,-3.2,Miss
MA,2020-10-28,1.65,1.6,-3,Miss
FAF,2020-10-22,1.35,1.31,-2.9,Miss
CFG,2020-10-16,0.7,0.68,-2.8,Miss
MCFE,2020-11-19,0.35,0.34,-2.8,Miss
CPA,2020-11-18,-2.79,-2.86,-2.5,Miss
ACN,2020-09-24,1.74,1.7,-2.3,Miss
AES,2020-11-06,0.43,0.42,-2.3,Miss
HIW,2020-10-27,0.88,0.86,-2.2,Miss
HRL,2020-11-24,0.44,0.43,-2.2,Miss
KMB,2020-10-22,1.76,1.72,-2.2,Miss
JNPR,2020-10-27,0.44,0.43,-2.2,Miss
HPP,2020-10-29,0.44,0.43,-2.2,Miss
AGIO,2020-11-05,-1.4,-1.43,-2.1,Miss
CME,2020-10-28,1.41,1.38,-2.1,Miss
ED,2020-11-05,1.51,1.48,-1.9,Miss
APD,2020-11-11,2.23,2.19,-1.7,Miss
SO,2020-10-29,1.24,1.22,-1.6,Miss
T,2020-10-22,0.77,0.76,-1.3,Miss
LYFT,2020-11-10,-0.89,-0.9,-1.1,Miss
MTN,2020-12-10,-3.59,-3.63,-1.1,Miss
ES,2020-11-03,1.02,1.01,-0.9,Miss
UNP,2020-10-22,2.03,2.01,-0.9,Miss
AL,2020-11-09,1.03,1.02,-0.9,Miss
GL,2020-10-21,1.76,1.75,-0.5,Miss
ESS,2020-10-28,3.16,3.15,-0.3,Miss
FTDR,2020-11-04,0.59,0.59,0,Miss
BKR,2020-10-21,0.04,0.04,0,Miss
MRO,2020-11-04,-0.28,-0.28,0,Miss
HES,2020-10-28,-0.71,-0.71,0,Miss
OSH,2020-11-09,-0.15,-0.15,0,Miss
UDR,2020-10-29,0.5,0.5,0,Miss
MRVL,2020-12-03,0.25,0.25,0,Miss
BDN,2020-10-21,0.35,0.35,0,Miss
EQC,2020-10-28,0.03,0.03,0,Miss
FIS,2020-10-29,1.42,1.42,0,Miss
TXG,2020-11-10,-0.33,-0.33,0,Miss
SIRI,2020-10-22,0.06,0.06,0,Miss
IBKR,2020-10-20,0.53,0.53,0,Miss
WMB,2020-11-02,0.27,0.27,0,Miss
MDLZ,2020-11-02,0.63,0.63,0,Miss
ARE,2020-10-26,1.83,1.83,0,Miss
KMI,2020-10-21,0.21,0.21,0,Miss
NYCB,2020-10-28,0.23,0.23,0,Miss
SNDR,2020-10-29,0.31,0.31,0,Miss
PPG,2020-10-19,1.92,1.93,0.5,Miss
LOW,2020-11-18,1.97,1.98,0.5,Miss
MPWR,2020-10-29,1.68,1.69,0.6,Miss
CCI,2020-10-21,1.55,1.56,0.6,Miss
SNPS,2020-12-02,1.57,1.58,0.6,Miss
AEP,2020-10-22,1.46,1.47,0.6,Miss
TROW,2020-10-29,2.53,2.55,0.7,Miss
ETR,2020-10-28,2.42,2.44,0.8,Miss
WPC,2020-10-30,1.14,1.15,0.8,Miss
NRG,2020-11-05,1.01,1.02,0.9,Miss
INTC,2020-10-22,1.1,1.11,0.9,Miss
ABC,2020-11-05,1.87,1.89,1,Miss
PEG,2020-10-30,0.95,0.96,1,Miss
CHRW,2020-10-27,0.99,1,1,Miss
IBM,2020-10-19,2.55,2.58,1.1,Miss
PSA,2020-11-04,2.6,2.63,1.1,Miss
MKC,2020-09-29,0.76,0.77,1.3,Miss
CCL,2020-10-08,-2.22,-2.19,1.3,Miss
AON,2020-10-30,1.51,1.53,1.3,Miss
CERN,2020-10-28,0.71,0.72,1.4,Miss
AVGO,2020-12-10,6.26,6.35,1.4,Miss
AAL,2020-10-22,-5.62,-5.54,1.4,Miss
IDA,2020-10-29,1.99,2.02,1.5,Miss
NEE,2020-10-21,0.66,0.67,1.5,Miss
COO,2020-12-03,3.11,3.16,1.6,Miss
TCF,2020-10-26,0.62,0.63,1.6,Miss
GLOB,2020-11-12,0.59,0.6,1.6,Miss
GD,2020-10-28,2.85,2.9,1.7,Miss
LOPE,2020-11-05,1.12,1.14,1.7,Miss
FRT,2020-11-05,1.1,1.12,1.8,Miss
MGM,2020-10-29,-1.1,-1.08,1.8,Miss
ATO,2020-11-11,0.52,0.53,1.9,Miss
BK,2020-10-16,0.96,0.98,2,Miss
LSI,2020-11-05,0.99,1.01,2,Miss
AEE,2020-11-04,1.44,1.47,2,Miss
STT,2020-10-16,1.42,1.45,2.1,Miss
FFIV,2020-10-26,2.38,2.43,2.1,Miss
STOR,2020-11-05,0.45,0.46,2.2,Miss
PLD,2020-10-20,0.88,0.9,2.2,Miss
MKTX,2020-10-27,1.74,1.78,2.3,Miss
NLSN,2020-11-02,0.42,0.43,2.3,Miss
HTA,2020-11-03,0.42,0.43,2.3,Miss
CABO,2020-11-05,10.7,10.96,2.4,Miss
VZ,2020-10-21,1.22,1.25,2.4,Miss
DRE,2020-10-28,0.39,0.4,2.5,Miss
RGLD,2020-11-04,0.8,0.82,2.5,Miss
CFX,2020-10-29,0.4,0.41,2.5,Miss
OHI,2020-10-29,0.8,0.82,2.5,Miss
PEAK,2020-11-02,0.39,0.4,2.5,Miss
VER,2020-11-05,0.75,0.77,2.6,Miss
MAA,2020-10-28,1.53,1.57,2.6,Miss
V,2020-10-28,1.09,1.12,2.7,Miss
FAST,2020-10-13,0.37,0.38,2.7,Miss
PFE,2020-10-27,0.7,0.72,2.8,Miss
CUZ,2020-10-28,0.67,0.69,2.9,Miss
LMT,2020-10-20,6.07,6.25,2.9,Miss
ABBV,2020-10-30,2.75,2.83,2.9,Miss
PNW,2020-10-30,2.98,3.07,3,Miss
MNST,2020-11-05,0.63,0.65,3.1,Miss
REXR,2020-10-20,0.32,0.33,3.1,Miss
COR,2020-10-29,1.29,1.33,3.1,Miss
CSX,2020-10-21,0.93,0.96,3.2,Miss
HD,2020-11-17,3.08,3.18,3.2,Miss
TDY,2020-10-21,2.4,2.48,3.3,Miss
DOX,2020-11-10,1.19,1.23,3.3,Miss
CLGX,2020-10-22,1.17,1.21,3.4,Miss
TW,2020-10-28,0.29,0.3,3.4,Miss
MO,2020-10-30,1.15,1.19,3.4,Miss
JBGS,2020-11-03,0.29,0.3,3.4,Miss
K,2020-10-29,0.88,0.91,3.4,Miss
ADPT,2020-11-10,-0.28,-0.27,3.5,Miss
AMH,2020-11-05,0.28,0.29,3.5,Miss
ERIE,2020-10-29,1.65,1.71,3.6,Miss
GPN,2020-10-29,1.65,1.71,3.6,Miss
WELL,2020-10-28,0.81,0.84,3.7,Miss
CBOE,2020-10-30,1.07,1.11,3.7,Miss
CI,2020-11-05,4.25,4.41,3.7,Miss
OFC,2020-10-29,0.52,0.54,3.8,Miss
ANTM,2020-10-28,4.04,4.2,3.9,Miss
NDSN,2020-12-15,1.53,1.59,3.9,Miss
WLTW,2020-10-29,1.28,1.33,3.9,Miss
DLR,2020-10-29,1.48,1.54,4,Miss
ICE,2020-10-29,0.99,1.03,4,Miss
BKI,2020-11-09,0.5,0.52,4,Miss
EHC,2020-10-28,0.75,0.78,4,Miss
AIV,2020-10-29,0.73,0.76,4.1,Miss
VTR,2020-11-06,0.72,0.75,4.1,Miss
JCI,2020-11-03,0.73,0.76,4.1,Miss
KRC,2020-10-28,0.95,0.99,4.2,Miss
KSU,2020-10-16,1.88,1.96,4.2,Miss
BLUE,2020-11-04,-3.07,-2.94,4.2,Miss
FISV,2020-10-27,1.15,1.2,4.3,Miss
SRC,2020-11-02,0.69,0.72,4.3,Miss
LHX,2020-10-30,2.72,2.84,4.4,Miss
CHD,2020-10-29,0.67,0.7,4.4,Miss
DUK,2020-11-05,1.79,1.87,4.4,Miss
PM,2020-10-20,1.36,1.42,4.4,Miss
MOS,2020-11-02,0.22,0.23,4.5,Miss
HEI,2020-12-21,0.43,0.45,4.6,Miss
HON,2020-10-30,1.49,1.56,4.7,Miss
GLPI,2020-10-27,0.85,0.89,4.7,Miss
WRB,2020-10-20,0.62,0.65,4.8,Miss
MET,2020-11-04,1.65,1.73,4.8,Miss
EVRG,2020-11-05,1.65,1.73,4.8,Miss
NVR,2020-10-20,62.01,65.11,5,Miss
